2007-10-28,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y
10:23,-,-,-,-,-,-,42.39402,-72.53342,-,-,-,-,42.348305,-72.52003,-,-,-,-,-,-,-,-,-,-,-,-
10:24,-,-,-,-,-,-,42.39357,-72.53269,-,-,-,-,42.34262,-72.5201,-,-,-,-,-,-,-,-,-,-,-,-
10:25,-,-,-,-,-,-,42.393658,-72.53263,-,-,-,-,42.33661,-72.522316,-,-,-,-,-,-,-,-,-,-,-,-
10:26,-,-,-,-,-,-,42.393627,-72.532646,-,-,-,-,42.32613,-72.52447,-,-,-,-,-,-,-,-,-,-,-,-
10:27,-,-,-,-,-,-,42.393616,-72.532646,-,-,-,-,42.324665,-72.52706,-,-,-,-,-,-,-,-,-,-,-,-
10:28,-,-,-,-,-,-,42.3936,-72.53259,-,-,-,-,42.32527,-72.53068,-,-,-,-,-,-,-,-,-,-,-,-
10:29,-,-,-,-,-,-,42.3936,-72.53257,-,-,-,-,42.325203,-72.53107,-,-,-,-,-,-,-,-,-,-,-,-
10:30,-,-,-,-,-,-,42.39359,-72.53259,-,-,-,-,42.325054,-72.5304,-,-,-,-,-,-,-,-,-,-,-,-
10:31,-,-,-,-,-,-,42.392776,-72.53375,-,-,-,-,42.322155,-72.52989,-,-,-,-,-,-,-,-,-,-,-,-
10:32,-,-,-,-,-,-,42.39583,-72.53087,-,-,-,-,42.320793,-72.53423,-,-,-,-,-,-,-,-,-,-,-,-
10:33,-,-,-,-,-,-,42.39793,-72.52803,-,-,-,-,42.320324,-72.53432,-,-,-,-,-,-,-,-,-,-,-,-
10:34,-,-,-,-,-,-,42.405647,-72.529755,-,-,-,-,42.31836,-72.52895,-,-,-,-,-,-,-,-,-,-,-,-
10:35,-,-,-,-,-,-,42.40597,-72.53258,-,-,-,-,42.30821,-72.52986,-,-,-,-,-,-,-,-,-,-,-,-
10:36,-,-,-,-,-,-,42.405827,-72.5325,-,-,-,-,42.29166,-72.53249,-,-,-,-,-,-,-,-,-,-,-,-
10:37,-,-,-,-,-,-,42.40488,-72.53225,-,-,-,-,42.288754,-72.53685,-,-,-,-,-,-,-,-,-,-,-,-
10:38,-,-,-,-,-,-,42.40505,-72.529785,-,-,-,-,42.28414,-72.54938,-,-,-,-,-,-,-,-,-,-,-,-
10:39,-,-,-,-,-,-,42.403107,-72.52919,-,-,-,-,42.278065,-72.56145,-,-,-,-,-,-,-,-,-,-,-,-
10:40,-,-,-,-,-,-,42.395844,-72.52735,-,-,-,-,42.269154,-72.56614,-,-,-,-,-,-,-,-,-,-,-,-
10:41,-,-,-,-,-,-,42.393353,-72.52608,-,-,-,-,42.26381,-72.57225,-,-,-,-,-,-,-,-,-,-,-,-
10:42,-,-,-,-,-,-,42.390827,-72.52529,-,-,-,-,42.25809,-72.57321,-,-,-,-,-,-,-,-,-,-,-,-
10:43,-,-,-,-,-,-,42.38775,-72.523834,-,-,-,-,42.25593,-72.5723,-,-,-,-,-,-,-,-,-,-,-,-
10:44,-,-,-,-,-,-,42.385895,-72.52257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:45,-,-,-,-,-,-,42.380836,-72.51938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:46,-,-,-,-,-,-,42.377903,-72.52009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:47,-,-,-,-,-,-,42.37598,-72.51994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:48,-,-,-,-,-,-,42.375603,-72.51932,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:49,-,-,-,-,-,-,42.37597,-72.51374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:50,-,-,-,-,-,-,42.3757,-72.50741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:51,-,-,-,-,-,-,42.376186,-72.50054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:52,-,-,-,-,-,-,42.371124,-72.50172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:53,-,-,-,-,-,-,42.36968,-72.49904,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:54,-,-,-,-,-,-,42.370934,-72.49814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:55,-,-,-,-,-,-,42.364323,-72.49006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:56,-,-,-,-,-,-,42.35709,-72.483025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:57,-,-,-,-,-,-,42.353355,-72.47659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:58,-,-,-,-,-,-,42.349995,-72.46945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10:59,-,-,-,-,-,-,42.34475,-72.46601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11:0,-,-,-,-,-,-,42.342545,-72.46014,-,-,-,-,42.25359,-72.5747,-,-,-,-,-,-,-,-,-,-,-,-
11:1,-,-,-,-,-,-,42.33295,-72.455765,-,-,-,-,42.257652,-72.575935,-,-,-,-,-,-,-,-,-,-,-,-
11:2,-,-,-,-,-,-,42.327534,-72.44415,-,-,-,-,42.257645,-72.57601,-,-,-,-,-,-,-,-,-,-,-,-
11:3,-,-,-,-,-,-,42.3251,-72.43744,-,-,-,-,42.260357,-72.57319,-,-,-,-,-,-,-,-,-,-,-,-
11:4,-,-,-,-,-,-,42.320812,-72.42742,-,-,-,-,42.266556,-72.56868,-,-,-,-,-,-,-,-,-,-,-,-
11:5,-,-,-,-,-,-,42.310265,-72.42244,-,-,-,-,42.27513,-72.56492,-,-,-,-,-,-,-,-,-,-,-,-
11:6,-,-,-,-,-,-,42.300808,-72.41781,-,-,-,-,42.28174,-72.55542,-,-,-,-,-,-,-,-,-,-,-,-
11:7,-,-,-,-,-,-,42.2931,-72.410835,-,-,-,-,42.286274,-72.54199,-,-,-,-,-,-,-,-,-,-,-,-
11:8,-,-,-,-,-,-,42.286087,-72.40686,-,-,-,-,42.29429,-72.53117,-,-,-,-,-,-,-,-,-,-,-,-
11:9,-,-,-,-,-,-,42.27994,-72.40263,-,-,-,-,42.303516,-72.52767,-,-,-,-,-,-,-,-,-,-,-,-
11:10,-,-,-,-,-,-,42.277565,-72.40095,-,-,-,-,42.313187,-72.53078,-,-,-,-,-,-,-,-,-,-,-,-
11:11,-,-,-,-,-,-,-,-,-,-,-,-,42.31973,-72.52905,-,-,-,-,-,-,-,-,-,-,-,-
11:12,-,-,-,-,-,-,-,-,-,-,-,-,42.321205,-72.53401,-,-,-,-,-,-,-,-,-,-,-,-
11:13,-,-,-,-,-,-,-,-,-,-,-,-,42.322163,-72.52993,-,-,-,-,-,-,-,-,-,-,-,-
11:14,-,-,-,-,-,-,-,-,-,-,-,-,42.325188,-72.52897,-,-,-,-,-,-,-,-,-,-,-,-
11:15,-,-,-,-,-,-,-,-,-,-,-,-,42.325264,-72.53102,-,-,-,-,-,-,-,-,-,-,-,-
11:16,-,-,-,-,-,-,-,-,-,-,-,-,42.32503,-72.52752,-,-,-,-,-,-,-,-,-,-,-,-
11:17,-,-,-,-,-,-,-,-,-,-,-,-,42.32804,-72.52428,-,-,-,-,-,-,-,-,-,-,-,-
11:18,-,-,-,-,-,-,-,-,-,-,-,-,42.338013,-72.521286,-,-,-,-,-,-,-,-,-,-,-,-
11:19,-,-,-,-,-,-,-,-,-,-,-,-,42.340763,-72.52,-,-,-,-,-,-,-,-,-,-,-,-
11:20,-,-,-,-,-,-,-,-,-,-,-,-,42.348904,-72.520004,-,-,-,-,-,-,-,-,-,-,-,-
11:21,-,-,-,-,-,-,42.29699,-72.41492,-,-,-,-,42.354977,-72.52071,-,-,-,-,-,-,-,-,-,-,-,-
11:22,-,-,-,-,-,-,42.31445,-72.42514,-,-,-,-,42.363945,-72.52075,-,-,-,-,-,-,-,-,-,-,-,-
11:23,-,-,-,-,-,-,42.31625,-72.425934,-,-,-,-,42.372246,-72.51976,-,-,-,-,-,-,-,-,-,-,-,-
11:24,-,-,-,-,-,-,42.324894,-72.43658,-,-,-,-,42.37313,-72.51892,-,-,-,-,-,-,-,-,-,-,-,-
11:25,-,-,-,-,-,-,42.328487,-72.44561,-,-,-,-,42.373234,-72.51955,-,-,-,-,-,-,-,-,-,-,-,-
11:26,-,-,-,-,-,-,42.331783,-72.454346,-,-,-,-,42.37441,-72.51989,-,-,-,-,-,-,-,-,-,-,-,-
11:27,-,-,-,-,-,-,42.338413,-72.457405,-,-,-,-,42.375595,-72.51987,-,-,-,-,-,-,-,-,-,-,-,-
11:28,-,-,-,-,-,-,42.343513,-72.46241,-,-,-,-,42.377518,-72.519905,-,-,-,-,-,-,-,-,-,-,-,-
11:29,-,-,-,-,-,-,42.346687,-72.46819,-,-,-,-,42.379116,-72.51989,-,-,-,-,-,-,-,-,-,-,-,-
11:30,-,-,-,-,-,-,42.34996,-72.46932,-,-,-,-,42.383118,-72.520615,-,-,-,-,-,-,-,-,-,-,-,-
11:31,-,-,-,-,-,-,42.353653,-72.475365,-,-,-,-,42.385723,-72.52531,-,-,-,-,-,-,-,-,-,-,-,-
11:32,-,-,-,-,-,-,42.355835,-72.480385,-,-,-,-,42.387104,-72.52648,-,-,-,-,-,-,-,-,-,-,-,-
11:33,-,-,-,-,-,-,42.36235,-72.488106,-,-,-,-,42.385418,-72.52499,-,-,-,-,-,-,-,-,-,-,-,-
11:34,-,-,-,-,-,-,42.364292,-72.48993,-,-,-,-,42.382053,-72.51998,-,-,-,-,-,-,-,-,-,-,-,-
11:35,-,-,-,-,-,-,42.371204,-72.49867,-,-,-,-,42.379444,-72.5197,-,-,-,-,-,-,-,-,-,-,-,-
11:36,-,-,-,-,-,-,42.369457,-72.49919,-,-,-,-,42.37645,-72.519936,-,-,-,-,-,-,-,-,-,-,-,-
11:37,-,-,-,-,-,-,42.369507,-72.50221,-,-,-,-,42.374416,-72.51994,-,-,-,-,-,-,-,-,-,-,-,-
11:38,-,-,-,-,-,-,42.372715,-72.50124,-,-,-,-,42.373478,-72.51998,-,-,-,-,-,-,-,-,-,-,-,-
11:39,-,-,-,-,-,-,42.37629,-72.50143,-,-,-,-,42.37281,-72.5189,-,-,-,-,-,-,-,-,-,-,-,-
11:40,-,-,-,-,-,-,42.375748,-72.50653,-,-,-,-,42.37285,-72.518845,-,-,-,-,-,-,-,-,-,-,-,-
11:41,-,-,-,-,-,-,42.375874,-72.51125,-,-,-,-,42.3731,-72.51897,-,-,-,-,-,-,-,-,-,-,-,-
11:42,-,-,-,-,-,-,42.37583,-72.51662,-,-,-,-,42.37324,-72.519806,-,-,-,-,-,-,-,-,-,-,-,-
11:43,-,-,-,-,-,-,-,-,-,-,-,-,42.364326,-72.52068,-,-,-,-,42.39388,-72.532745,-,-,-,-,-,-
11:44,-,-,-,-,-,-,42.378212,-72.51992,-,-,-,-,42.354214,-72.52067,-,-,-,-,42.39387,-72.532814,-,-,-,-,-,-
11:45,-,-,-,-,-,-,42.381794,-72.51953,-,-,-,-,42.344883,-72.52054,-,-,-,-,42.39386,-72.53281,-,-,-,-,-,-
11:46,-,-,-,-,-,-,42.38598,-72.522354,-,-,-,-,42.336117,-72.52277,-,-,-,-,42.393852,-72.53278,-,-,-,-,-,-
11:47,-,-,-,-,-,-,42.388275,-72.52424,-,-,-,-,42.325047,-72.52459,-,-,-,-,42.39387,-72.53278,-,-,-,-,-,-
11:48,-,-,-,-,-,-,42.391556,-72.52527,-,-,-,-,42.325104,-72.52781,-,-,-,-,42.39387,-72.53279,-,-,-,-,-,-
11:49,-,-,-,-,-,-,42.39392,-72.5262,-,-,-,-,42.325253,-72.531166,-,-,-,-,42.393867,-72.532745,-,-,-,-,-,-
11:50,-,-,-,-,-,-,42.396637,-72.52756,-,-,-,-,42.325264,-72.53109,-,-,-,-,42.39387,-72.53275,-,-,-,-,-,-
11:51,-,-,-,-,-,-,42.403805,-72.52945,-,-,-,-,42.32463,-72.52871,-,-,-,-,42.393444,-72.53257,-,-,-,-,-,-
11:52,-,-,-,-,-,-,42.406178,-72.53199,-,-,-,-,42.32191,-72.53174,-,-,-,-,42.392384,-72.53387,-,-,-,-,-,-
11:53,-,-,-,-,-,-,-,-,-,-,-,-,42.321198,-72.53415,-,-,-,-,42.38628,-72.53124,-,-,-,-,-,-
11:54,-,-,-,-,-,-,-,-,-,-,-,-,42.3203,-72.53442,-,-,-,-,42.38525,-72.531044,-,-,-,-,-,-
11:55,-,-,-,-,-,-,-,-,-,-,-,-,42.318245,-72.52907,-,-,-,-,42.385365,-72.525314,-,-,-,-,-,-
11:56,-,-,-,-,-,-,-,-,-,-,-,-,42.309624,-72.52933,-,-,-,-,42.38682,-72.52244,-,-,-,-,-,-
11:57,-,-,-,-,-,-,-,-,-,-,-,-,42.30425,-72.52809,-,-,-,-,42.388172,-72.52415,-,-,-,-,-,-
11:58,-,-,-,-,-,-,-,-,-,-,-,-,42.29703,-72.53112,-,-,-,-,42.391468,-72.52527,-,-,-,-,-,-
11:59,-,-,-,-,-,-,42.40579,-72.53259,-,-,-,-,42.28801,-72.53818,-,-,-,-,42.39385,-72.52623,-,-,-,-,-,-
12:0,-,-,-,-,-,-,42.405827,-72.53261,-,-,-,-,42.28377,-72.55033,-,-,-,-,42.3951,-72.52692,-,-,-,-,-,-
12:1,-,-,-,-,-,-,42.40581,-72.53262,-,-,-,-,42.27844,-72.560524,-,-,-,-,42.402424,-72.5285,-,-,-,-,-,-
12:2,-,-,-,-,-,-,42.404877,-72.531876,-,-,-,-,42.269833,-72.56603,-,-,-,-,42.40534,-72.529785,-,-,-,-,-,-
12:3,-,-,-,-,-,-,42.404976,-72.52976,-,-,-,-,42.264492,-72.572105,-,-,-,-,42.409843,-72.53097,-,-,-,-,-,-
12:4,-,-,-,-,-,-,42.403122,-72.529236,-,-,-,-,42.259243,-72.57475,-,-,-,-,42.409462,-72.53459,-,-,-,-,-,-
12:5,-,-,-,-,-,-,42.398132,-72.528145,-,-,-,-,42.259148,-72.574844,-,-,-,-,42.411808,-72.53766,-,-,-,-,-,-
12:6,-,-,-,-,-,-,42.395298,-72.52711,-,-,-,-,42.25797,-72.57283,-,-,-,-,42.42239,-72.53749,-,-,-,-,-,-
12:7,-,-,-,-,-,-,42.393383,-72.52613,-,-,-,-,42.25532,-72.57271,-,-,-,-,42.432255,-72.54437,-,-,-,-,-,-
12:8,-,-,-,-,-,-,42.390537,-72.52527,-,-,-,-,-,-,-,-,-,-,42.44254,-72.55177,-,-,-,-,-,-
12:9,-,-,-,-,-,-,42.386753,-72.52264,-,-,-,-,-,-,-,-,-,-,42.449924,-72.56037,-,-,-,-,-,-
12:10,-,-,-,-,-,-,42.38468,-72.52159,-,-,-,-,-,-,-,-,-,-,42.452717,-72.56435,-,-,-,-,-,-
12:11,-,-,-,-,-,-,42.38104,-72.51939,-,-,-,-,-,-,-,-,-,-,42.462177,-72.57306,-,-,-,-,-,-
12:12,-,-,-,-,-,-,42.377827,-72.52001,-,-,-,-,-,-,-,-,-,-,42.466373,-72.579285,-,-,-,-,-,-
12:13,-,-,-,-,-,-,42.376125,-72.51995,-,-,-,-,-,-,-,-,-,-,42.45989,-72.582085,-,-,-,-,-,-
12:14,-,-,-,-,-,-,42.375633,-72.51999,-,-,-,-,-,-,-,-,-,-,42.457523,-72.581635,-,-,-,-,-,-
12:15,-,-,-,-,-,-,42.37573,-72.51865,-,-,-,-,-,-,-,-,-,-,42.457855,-72.58227,-,-,-,-,-,-
12:16,-,-,-,-,-,-,42.375893,-72.512794,-,-,-,-,-,-,-,-,-,-,42.461327,-72.581566,-,-,-,-,-,-
12:17,-,-,-,-,-,-,42.37581,-72.51035,-,-,-,-,-,-,-,-,-,-,42.46594,-72.57983,-,-,-,-,-,-
12:18,-,-,-,-,-,-,42.376186,-72.50122,-,-,-,-,42.254913,-72.57704,-,-,-,-,42.468407,-72.588745,-,-,-,-,-,-
12:19,-,-,-,-,-,-,42.373264,-72.501236,-,-,-,-,42.257435,-72.57608,-,-,-,-,42.46892,-72.596535,-,-,-,-,-,-
12:20,-,-,-,-,-,-,42.372894,-72.50137,-,-,-,-,42.258255,-72.575645,-,-,-,-,42.4747,-72.60445,-,-,-,-,-,-
12:21,-,-,-,-,-,-,42.36924,-72.50015,-,-,-,-,42.262817,-72.57241,-,-,-,-,42.47707,-72.60761,-,-,-,-,-,-
12:22,-,-,-,-,-,-,42.37112,-72.49854,-,-,-,-,42.268456,-72.56643,-,-,-,-,42.477158,-72.607574,-,-,-,-,-,-
12:23,-,-,-,-,-,-,42.36755,-72.49416,-,-,-,-,42.27805,-72.561516,-,-,-,-,42.47713,-72.60754,-,-,-,-,-,-
12:24,-,-,-,-,-,-,42.36051,-72.48681,-,-,-,-,42.28375,-72.55023,-,-,-,-,42.477077,-72.60763,-,-,-,-,-,-
12:25,-,-,-,-,-,-,42.35577,-72.48525,-,-,-,-,42.28763,-72.53855,-,-,-,-,42.47711,-72.607574,-,-,-,-,-,-
12:26,-,-,-,-,-,-,42.357574,-72.4837,-,-,-,-,42.297066,-72.53105,-,-,-,-,42.477665,-72.60789,-,-,-,-,-,-
12:27,-,-,-,-,-,-,42.3534,-72.47639,-,-,-,-,42.305786,-72.529305,-,-,-,-,42.47557,-72.60577,-,-,-,-,-,-
12:28,-,-,-,-,-,-,42.354733,-72.48012,-,-,-,-,42.315346,-72.530594,-,-,-,-,42.469254,-72.59704,-,-,-,-,-,-
12:29,-,-,-,-,-,-,42.35475,-72.48012,-,-,-,-,42.319542,-72.52863,-,-,-,-,42.467285,-72.593765,-,-,-,-,-,-
12:30,-,-,-,-,-,-,42.35475,-72.48013,-,-,-,-,42.320354,-72.53445,-,-,-,-,42.466717,-72.58178,-,-,-,-,-,-
12:31,-,-,-,-,-,-,42.354706,-72.48016,-,-,-,-,42.321693,-72.53272,-,-,-,-,42.466003,-72.57973,-,-,-,-,-,-
12:32,-,-,-,-,-,-,42.357513,-72.48361,-,-,-,-,42.32462,-72.5287,-,-,-,-,42.458084,-72.58271,-,-,-,-,-,-
12:33,-,-,-,-,-,-,42.362293,-72.48812,-,-,-,-,42.325237,-72.531105,-,-,-,-,42.45769,-72.58149,-,-,-,-,-,-
12:34,-,-,-,-,-,-,42.36635,-72.49256,-,-,-,-,42.32506,-72.53034,-,-,-,-,42.457695,-72.5815,-,-,-,-,-,-
12:35,-,-,-,-,-,-,42.370575,-72.4992,-,-,-,-,42.323296,-72.52483,-,-,-,-,42.45768,-72.58148,-,-,-,-,-,-
12:36,-,-,-,-,-,-,42.36927,-72.50091,-,-,42.365158,-72.54014,42.331615,-72.52377,-,-,-,-,42.457706,-72.58148,-,-,-,-,-,-
12:37,-,-,-,-,-,-,42.372208,-72.501366,-,-,42.36363,-72.53979,42.340748,-72.519905,-,-,-,-,42.458725,-72.5824,-,-,-,-,-,-
12:38,-,-,-,-,-,-,42.37291,-72.50126,-,-,42.364117,-72.53812,42.34701,-72.52037,-,-,-,-,42.45937,-72.57842,-,-,-,-,-,-
12:39,-,-,-,-,-,-,42.37602,-72.50058,-,-,42.366665,-72.5332,42.352825,-72.5207,-,-,-,-,42.45835,-72.57259,-,-,-,-,-,-
12:40,-,-,-,-,-,-,42.376274,-72.50155,-,-,42.366783,-72.53293,42.35554,-72.52084,-,-,-,-,42.454586,-72.56693,-,-,-,-,-,-
12:41,-,-,-,-,-,-,42.375854,-72.510765,-,-,42.368004,-72.534904,42.36302,-72.52078,-,-,0.0,-0.0,42.45188,-72.56327,-,-,-,-,-,-
12:42,-,-,-,-,-,-,42.375874,-72.51225,-,-,42.366913,-72.53463,42.37313,-72.518906,0.0,-0.0,0.0,-0.0,42.449745,-72.560135,-,-,-,-,-,-
12:43,-,-,-,-,-,-,42.37583,-72.517265,-,-,42.36811,-72.53369,42.373135,-72.5189,0.0,-0.0,0.0,-0.0,42.441383,-72.55065,-,-,-,-,-,-
12:44,-,-,-,-,-,-,42.375645,-72.51933,-,-,42.372807,-72.53293,42.373215,-72.51893,-,-,0.0,-0.0,42.429928,-72.54245,-,-,-,-,-,-
12:45,-,-,-,-,-,-,42.37743,-72.51985,-,-,42.373863,-72.53235,42.37326,-72.51949,-,-,0.0,-0.0,42.426895,-72.54007,-,-,-,-,-,-
12:46,-,-,-,-,-,-,42.3774,-72.51981,-,-,42.375805,-72.52263,42.374672,-72.51982,-,-,0.0,-0.0,42.416565,-72.53698,-,-,-,-,-,-
12:47,-,-,-,-,-,-,42.38067,-72.51929,-,-,42.375797,-72.52038,42.37694,-72.51992,-,-,0.0,-0.0,42.408974,-72.538025,-,-,-,-,-,-
12:48,-,-,-,-,-,-,42.381393,-72.51928,-,-,42.37743,-72.519936,42.378445,-72.51995,-,-,-,-,42.409477,-72.534645,-,-,-,-,-,-
12:49,-,-,-,-,-,-,42.383785,-72.52101,-,-,42.379803,-72.51949,42.38308,-72.52054,-,-,-,-,42.409935,-72.53117,-,-,-,-,-,-
12:50,-,-,-,-,-,-,42.38772,-72.52359,-,-,42.383717,-72.518196,42.385864,-72.522415,-,-,-,-,42.40903,-72.53073,-,-,-,-,-,-
12:51,-,-,-,-,-,-,42.390476,-72.52515,-,-,42.388866,-72.5177,42.38589,-72.52408,-,-,-,-,42.403152,-72.52914,-,-,-,-,-,-
12:52,-,-,-,-,-,-,42.393867,-72.52617,-,-,42.389606,-72.51901,42.387066,-72.52647,-,-,-,-,42.397697,-72.52809,-,-,-,-,-,-
12:53,-,-,-,-,-,-,42.395126,-72.526924,-,-,42.391983,-72.5202,42.387127,-72.526505,-,-,-,-,42.393345,-72.52613,-,-,-,-,-,-
12:54,-,-,-,-,-,-,42.40134,-72.52809,-,-,42.39262,-72.516464,42.387077,-72.52647,-,-,-,-,42.39334,-72.525986,-,-,-,-,-,-
12:55,-,-,-,-,-,-,42.40538,-72.529724,-,-,42.394653,-72.51561,42.385406,-72.52575,0.0,-1.8111362E22,-,-,42.390553,-72.525116,-,-,-,-,-,-
12:56,-,-,-,-,-,-,42.40606,-72.53234,-,-,42.398163,-72.51566,42.384563,-72.5214,0.0,-1.8111362E22,-,-,42.387733,-72.52391,-,-,-,-,-,-
12:57,-,-,-,-,-,-,42.40576,-72.53259,-,-,42.397186,-72.52191,42.38239,-72.52022,0.0,-0.0,-,-,42.386116,-72.52247,-,-,-,-,-,-
12:58,-,-,-,-,-,-,42.405727,-72.53268,-,-,42.395695,-72.5255,42.379486,-72.51971,0.0,-0.0,-,-,42.382908,-72.520546,-,-,-,-,-,-
12:59,-,-,-,-,-,-,42.40578,-72.532555,-,-,42.393356,-72.52607,42.377785,-72.52002,0.0,-0.0,-,-,42.381542,-72.51936,-,-,-,-,-,-
13:0,-,-,-,-,-,-,42.405712,-72.53263,-,-,42.39336,-72.525986,42.376137,-72.51989,-,-,-,-,42.379578,-72.5197,-,-,-,-,-,-
13:1,-,-,-,-,-,-,42.405724,-72.53262,-,-,42.39215,-72.52542,42.375996,-72.519844,-,-,-,-,42.37786,-72.51999,-,-,-,-,-,-
13:2,-,-,-,-,-,-,42.40484,-72.53226,-,-,42.38848,-72.524376,42.374477,-72.51989,-,-,-,-,42.377846,-72.52002,-,-,-,-,-,-
13:3,-,-,-,-,-,-,42.403107,-72.52912,-,-,42.386066,-72.52246,42.373344,-72.51984,-,-,-,-,42.376972,-72.519905,0.0,-0.0,-,-,-,-
13:4,-,-,-,-,-,-,42.39805,-72.52814,-,-,42.38336,-72.520836,42.37277,-72.51884,-,-,-,-,42.37494,-72.5198,0.0,-1.8111362E22,-,-,-,-
13:5,-,-,-,-,-,-,42.395336,-72.52716,-,-,42.382786,-72.52036,42.373062,-72.51874,-,-,-,-,-,-,-,-,-,-,-,-
13:6,-,-,-,-,-,-,42.393322,-72.52605,-,-,42.37973,-72.519615,42.371494,-72.51973,-,-,-,-,-,-,-,-,-,-,-,-
13:7,-,-,-,-,-,-,42.390804,-72.525314,-,-,42.377846,-72.51998,42.36498,-72.52056,-,-,-,-,-,-,-,-,-,-,-,-
13:8,-,-,-,-,-,-,42.3877,-72.52392,-,-,42.37582,-72.52064,42.356064,-72.52094,-,-,-,-,42.351612,-72.52598,0.0,-0.0,-,-,-,-
13:9,-,-,-,-,-,-,42.385216,-72.52186,-,-,42.375755,-72.523155,42.346962,-72.52033,-,-,-,-,-,-,0.0,-1.1095744E27,-,-,-,-
13:10,-,-,-,-,-,-,42.380394,-72.51943,-,-,42.374004,-72.5316,42.340263,-72.52014,-,-,-,-,-,-,0.0,-0.0,-,-,-,-
13:11,-,-,-,-,-,-,42.37778,-72.52009,-,-,42.373016,-72.53298,42.334064,-72.523445,-,-,-,-,-,-,-,-,-,-,-,-
13:12,-,-,-,-,-,-,42.375874,-72.51994,-,-,42.368107,-72.53466,42.329205,-72.52408,-,-,-,-,42.350117,-72.53031,-,-,-,-,-,-
13:13,-,-,-,-,-,-,42.375618,-72.51987,-,-,42.366413,-72.53409,42.323685,-72.52657,-,-,-,-,42.35157,-72.53018,-,-,-,-,-,-
13:14,-,-,-,-,-,-,42.37575,-72.51785,-,-,42.365902,-72.53745,42.325233,-72.53086,-,-,-,-,42.351532,-72.52644,-,-,-,-,-,-
13:15,-,-,-,-,-,-,42.37578,-72.51075,-,-,42.36569,-72.53874,42.325222,-72.53113,-,-,-,-,-,-,-,-,-,-,-,-
13:16,-,-,-,-,-,-,42.37615,-72.501305,-,-,42.365715,-72.53874,42.32488,-72.528725,-,-,-,-,-,-,-,-,0.0,-0.0,-,-
13:17,-,-,-,-,-,-,42.375217,-72.50058,-,-,42.365665,-72.53875,42.32189,-72.53041,-,-,-,-,-,-,-,-,0.0,-0.0,-,-
13:18,-,-,-,-,-,-,42.369267,-72.501686,-,-,42.365665,-72.53876,42.320786,-72.53406,-,-,-,-,-,-,-,-,0.0,-0.0,-,-
13:19,-,-,-,-,-,-,42.370224,-72.499054,-,-,-,-,42.320236,-72.53364,-,-,-,-,-,-,-,-,0.0,-0.0,-,-
13:20,-,-,-,-,-,-,42.368828,-72.4958,-,-,-,-,42.319435,-72.528305,-,-,-,-,-,-,-,-,-,-,-,-
13:21,-,-,-,-,-,-,42.363327,-72.48916,-,-,-,-,42.31821,-72.52906,-,-,-,-,42.372124,-72.51973,-,-,-,-,-,-
13:22,-,-,-,-,-,-,42.35913,-72.4856,-,-,-,-,42.30995,-72.52968,-,-,-,-,42.372498,-72.51973,-,-,-,-,-,-
13:23,-,-,-,-,-,-,42.35582,-72.48513,-,-,-,-,42.304256,-72.52802,-,-,-,-,42.372894,-72.51981,-,-,-,-,-,-
13:24,-,-,-,-,-,-,42.35741,-72.48349,-,-,-,-,42.29877,-72.529976,-,-,-,-,42.374657,-72.51975,-,-,-,-,-,-
13:25,-,-,-,-,-,-,42.353455,-72.47618,-,-,-,-,42.289154,-72.53521,-,-,-,-,42.374714,-72.51972,-,-,-,-,-,-
13:26,-,-,-,-,-,-,42.354713,-72.48012,-,-,-,-,42.284966,-72.54743,-,-,-,-,42.375305,-72.519806,-,-,-,-,-,-
13:27,-,-,-,-,-,-,42.354675,-72.480125,-,-,-,-,42.280033,-72.559105,-,-,-,-,42.37675,-72.51986,-,-,-,-,-,-
13:28,-,-,-,-,-,-,42.35468,-72.48015,-,-,-,-,42.2735,-72.56521,-,-,-,-,42.377476,-72.51983,-,-,-,-,-,-
