2007-11-04,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y
11:55,-,-,-,-,-,-,42.378212,-72.53583,-,-,-,-,42.3791,-72.53451,-,-,42.33253,-72.62172,-,-,42.319275,-72.52805,-,-,-,-,42.403996,-72.52957,-,-
11:56,-,-,-,-,-,-,42.378143,-72.53602,-,-,-,-,42.38189,-72.53392,-,-,42.32703,-72.6251,-,-,42.311974,-72.53035,-,-,-,-,42.406178,-72.53194,-,-
11:57,-,-,-,-,-,-,42.378193,-72.53594,-,-,-,-,42.382633,-72.53181,-,-,42.32144,-72.6274,-,-,42.303577,-72.52767,-,-,-,-,42.40583,-72.53244,-,-
11:58,-,-,-,-,-,-,42.378136,-72.535835,-,-,-,-,42.385124,-72.53101,-,-,42.319687,-72.62937,-,-,42.291912,-72.53235,-,-,-,-,42.40585,-72.53246,-,-
11:59,-,-,-,-,-,-,42.378136,-72.53591,-,-,-,-,42.3896,-72.532455,-,-,42.319733,-72.629425,-,-,42.285686,-72.54381,-,-,-,-,42.40584,-72.532486,-,-
12:0,-,-,-,-,-,-,42.378185,-72.53591,-,-,-,-,42.393353,-72.5323,-,-,42.319267,-72.630295,-,-,42.281494,-72.55596,-,-,-,-,42.40585,-72.53248,-,-
12:1,-,-,-,-,-,-,42.37822,-72.53589,-,-,-,-,42.393673,-72.53269,-,-,42.318176,-72.63146,-,-,42.27507,-72.56506,-,-,-,-,42.40594,-72.53244,-,-
12:2,-,-,-,-,-,-,42.378197,-72.53602,-,-,-,-,-,-,-,-,42.317867,-72.63377,-,-,42.266518,-72.56935,-,-,-,-,42.40514,-72.53239,-,-
12:3,-,-,-,-,-,-,42.378212,-72.53603,-,-,-,-,-,-,-,-,42.319267,-72.636856,-,-,42.261467,-72.57271,-,-,-,-,42.40387,-72.52958,-,-
12:4,-,-,-,-,-,-,42.378185,-72.53594,-,-,-,-,-,-,-,-,42.31995,-72.63781,-,-,42.258293,-72.57398,-,-,-,-,42.400837,-72.52798,-,-
12:5,-,-,-,-,-,-,42.378895,-72.534744,-,-,-,-,-,-,-,-,42.319675,-72.63751,-,-,42.256866,-72.57213,-,-,-,-,42.395332,-72.5271,-,-
12:6,-,-,-,-,-,-,42.380325,-72.534,-,-,-,-,-,-,-,-,42.319084,-72.636314,-,-,42.254665,-72.573235,-,-,-,-,42.393387,-72.52598,-,-
12:7,-,-,-,-,-,-,42.382347,-72.53194,-,-,-,-,-,-,-,-,42.31785,-72.63513,-,-,42.254196,-72.57426,-,-,-,-,42.39083,-72.525276,-,-
12:8,-,-,-,-,-,-,42.385082,-72.53175,-,-,-,-,-,-,-,-,42.317825,-72.633,-,-,42.25423,-72.574196,-,-,-,-,42.38777,-72.523895,-,-
12:9,-,-,-,-,-,-,42.385105,-72.53102,-,-,-,-,-,-,-,-,42.318813,-72.63076,-,-,42.25423,-72.57416,-,-,-,-,42.38516,-72.52175,-,-
12:10,-,-,-,-,-,-,42.38747,-72.53159,-,-,-,-,-,-,-,-,42.31925,-72.630035,-,-,42.25428,-72.57421,-,-,-,-,42.380474,-72.51939,-,-
12:11,-,-,-,-,-,-,42.39292,-72.533,-,-,-,-,-,-,-,-,42.32146,-72.6274,-,-,42.25425,-72.574196,-,-,-,-,42.377937,-72.520004,-,-
12:12,-,-,-,-,-,-,42.393707,-72.53289,-,-,-,-,-,-,-,-,42.32815,-72.62466,-,-,42.254253,-72.57422,-,-,-,-,42.375614,-72.51983,-,-
12:13,-,-,-,-,-,-,42.3937,-72.532845,-,-,-,-,-,-,-,-,42.332973,-72.621216,-,-,42.25429,-72.57423,-,-,-,-,42.37588,-72.51525,-,-
12:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.333675,-72.620766,-,-,42.254265,-72.57419,-,-,-,-,42.375763,-72.50959,-,-
12:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.33854,-72.6149,-,-,42.254265,-72.57423,-,-,-,-,42.375957,-72.50264,-,-
12:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.33737,-72.6051,-,-,42.254044,-72.574394,-,-,-,-,42.375122,-72.50074,-,-
12:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.334385,-72.592094,-,-,42.25405,-72.57642,-,-,-,-,42.37305,-72.50119,-,-
12:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.333584,-72.58082,-,-,42.257988,-72.57585,-,-,-,-,42.36997,-72.501976,-,-
12:19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.330456,-72.5727,-,-,42.265053,-72.57189,-,-,-,-,42.37019,-72.49906,-,-
12:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3296,-72.56136,-,-,42.27047,-72.565895,-,-,-,-,42.368843,-72.49577,-,-
12:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32293,-72.55333,-,-,42.27847,-72.56065,-,-,-,-,42.36088,-72.487076,-,-
12:22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.319656,-72.5405,-,-,42.283665,-72.55056,-,-,-,-,42.3566,-72.48539,-,-
12:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32085,-72.53402,-,-,42.287064,-72.53994,-,-,-,-,42.358086,-72.4853,-,-
12:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.321648,-72.53426,-,-,42.2939,-72.53131,-,-,-,-,42.3539,-72.4758,-,-
12:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.322144,-72.5298,-,-,42.30348,-72.52762,-,-,-,-,42.354534,-72.48005,-,-
12:26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.323193,-72.528435,-,-,42.310085,-72.52964,-,-,-,-,-,-,-,-
12:27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32524,-72.531075,-,-,42.318714,-72.52867,-,-,-,-,-,-,-,-
12:28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.325115,-72.52887,-,-,42.32031,-72.53362,-,-,-,-,-,-,-,-
12:29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.322147,-72.5298,-,-,42.321682,-72.53424,-,-,-,-,-,-,-,-
12:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3657,-72.53876,42.321,-72.534325,-,-,42.32215,-72.52986,-,-,-,-,-,-,-,-
12:31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.365704,-72.53876,42.320236,-72.53413,-,-,42.325085,-72.52878,-,-,-,-,-,-,-,-
12:32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.365707,-72.53875,42.31905,-72.52819,-,-,42.325306,-72.53104,-,-,-,-,-,-,-,-
12:33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3657,-72.53875,42.30987,-72.52965,-,-,42.324448,-72.52692,-,-,-,-,-,-,-,-
12:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.36575,-72.53867,42.302715,-72.52761,-,-,42.3271,-72.5244,-,-,-,-,42.366695,-72.493,-,-
12:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.365692,-72.53878,42.291935,-72.53239,-,-,42.337833,-72.52144,-,-,-,-,42.36736,-72.49386,-,-
12:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.286182,-72.54227,-,-,42.3438,-72.52043,-,-,-,-,42.37026,-72.499146,-,-
12:37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.281906,-72.55505,-,-,42.353283,-72.520615,-,-,-,-,42.369385,-72.50175,-,-
12:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.275944,-72.56476,-,-,42.355545,-72.5209,-,-,-,-,42.372765,-72.50122,-,-
12:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.26652,-72.568275,-,-,42.364185,-72.52072,-,-,-,-,42.37609,-72.50051,-,-
12:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.261986,-72.57268,-,-,42.372234,-72.519295,-,-,-,-,42.375767,-72.50492,-,-
12:41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.258038,-72.57298,-,-,42.3731,-72.51893,-,-,-,-,42.37587,-72.51069,-,-
12:42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.256935,-72.5721,-,-,42.373173,-72.51892,-,-,-,-,42.375854,-72.51655,-,-
12:43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.254215,-72.57417,-,-,42.373226,-72.51963,-,-,-,-,42.375713,-72.51945,-,-
12:44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.25373,-72.575455,-,-,42.374657,-72.51985,-,-,-,-,42.377426,-72.51989,-,-
12:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.25609,-72.57649,-,-,42.375397,-72.519844,-,-,-,-,42.379833,-72.51949,-,-
12:46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.258953,-72.575066,-,-,42.375374,-72.51977,-,-,-,-,42.38394,-72.52103,-,-
12:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.266552,-72.57152,-,-,42.377476,-72.519905,-,-,-,-,42.387714,-72.52355,-,-
12:48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.270927,-72.56583,-,-,42.381287,-72.5193,-,-,-,-,42.389008,-72.52463,-,-
12:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.279648,-72.55933,-,-,42.383095,-72.52058,-,-,-,-,42.39188,-72.52536,-,-
12:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.284504,-72.54841,-,-,42.38591,-72.52227,-,-,-,-,42.393936,-72.526184,-,-
12:51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.287735,-72.53849,-,-,42.38654,-72.5256,-,-,-,-,42.397694,-72.52797,-,-
12:52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.2959,-72.53121,-,-,42.387085,-72.526474,-,-,-,-,42.403954,-72.52949,-,-
12:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.303665,-72.52771,-,-,42.38586,-72.52601,-,-,-,-,42.406376,-72.53071,-,-
12:54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.31177,-72.53023,-,-,42.385624,-72.52202,-,-,-,-,42.40586,-72.5325,-,-
12:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.319214,-72.52804,-,-,42.38282,-72.52065,-,-,-,-,-,-,-,-
12:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.320442,-72.53446,-,-,42.37838,-72.519936,-,-,-,-,-,-,-,-
12:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.321507,-72.53429,-,-,42.37791,-72.51996,-,-,-,-,-,-,-,-
12:58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.322205,-72.52982,-,-,42.376205,-72.51982,-,-,-,-,-,-,-,-
12:59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.325203,-72.529076,-,-,42.374786,-72.51972,-,-,-,-,-,-,-,-
13:0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.3253,-72.5311,-,-,42.3736,-72.51983,-,-,-,-,-,-,-,-
13:1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.325104,-72.531265,-,-,42.372513,-72.5188,-,-,-,-,-,-,-,-
13:2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.324097,-72.52856,-,-,42.373085,-72.51888,-,-,-,-,-,-,-,-
13:3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32189,-72.531166,-,-,42.373127,-72.51893,-,-,-,-,42.405075,-72.529854,-,-
13:4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.32115,-72.53374,-,-,42.373146,-72.51882,-,-,-,-,42.402966,-72.528915,-,-
13:5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.320423,-72.53603,-,-,42.37323,-72.51974,-,-,-,-,42.395657,-72.52723,-,-
13:6,-,-,42.39362,-72.53252,-,-,-,-,-,-,-,-,-,-,-,-,42.321404,-72.5496,-,-,42.36443,-72.52065,-,-,-,-,42.3934,-72.526054,-,-
13:7,-,-,42.393585,-72.53256,-,-,-,-,-,-,-,-,-,-,-,-,42.328224,-72.55956,-,-,42.35711,-72.52101,-,-,-,-,42.390877,-72.525276,-,-
13:8,-,-,42.393562,-72.5326,-,-,-,-,-,-,-,-,-,-,-,-,42.32973,-72.570305,-,-,42.354992,-72.52087,-,-,-,-,42.38778,-72.52388,-,-
13:9,-,-,42.39356,-72.53259,-,-,-,-,-,-,-,-,-,-,-,-,42.332413,-72.57822,-,-,42.348557,-72.51999,-,-,-,-,42.38612,-72.52248,-,-
13:10,-,-,42.39361,-72.53252,42.393684,-72.53322,-,-,-,-,-,-,-,-,-,-,42.334446,-72.59114,-,-,42.340527,-72.52009,-,-,-,-,42.38349,-72.52086,-,-
13:11,-,-,42.39356,-72.53259,42.39367,-72.53325,-,-,-,-,-,-,-,-,-,-,42.33649,-72.59971,-,-,42.33551,-72.52306,-,-,-,-,42.379578,-72.51977,-,-
13:12,-,-,42.393536,-72.532616,42.393665,-72.53304,-,-,-,-,-,-,-,-,-,-,42.33875,-72.60827,-,-,42.32514,-72.52461,-,-,-,-,42.377865,-72.52001,-,-
13:13,-,-,42.39351,-72.53268,42.393147,-72.53268,42.393658,-72.53278,-,-,-,-,42.393867,-72.53284,-,-,42.338768,-72.6142,-,-,42.325108,-72.52764,-,-,-,-,42.37591,-72.51988,-,-
13:14,-,-,42.393543,-72.53261,42.39529,-72.53368,42.39368,-72.53283,-,-,-,-,42.393772,-72.5327,-,-,42.334057,-72.62061,-,-,42.325283,-72.53118,-,-,-,-,42.375652,-72.51922,-,-
13:15,-,-,42.393494,-72.53268,42.395958,-72.53349,42.393723,-72.532845,-,-,-,-,42.39373,-72.532715,-,-,42.33377,-72.62088,-,-,42.325123,-72.529,0.0,-1.8111362E22,-,-,-,-,-,-
13:16,-,-,42.39355,-72.532646,-,-,42.393757,-72.5329,-,-,-,-,42.393715,-72.53268,-,-,42.325413,-72.62523,-,-,42.32222,-72.52971,-,-,-,-,-,-,-,-
13:17,-,-,42.392426,-72.533844,-,-,42.393772,-72.53287,-,-,-,-,42.393753,-72.53284,-,-,42.320923,-72.62806,-,-,42.321793,-72.53403,0.0,-0.0,-,-,-,-,-,-
13:18,-,-,42.3875,-72.53175,-,-,42.39373,-72.53285,-,-,-,-,42.393925,-72.53303,-,-,42.319763,-72.629395,-,-,42.32082,-72.53438,0.0,-0.0,-,-,-,-,-,-
13:19,-,-,42.38466,-72.53265,-,-,42.393616,-72.53279,-,-,-,-,42.393715,-72.5326,-,-,42.31911,-72.63047,-,-,42.319324,-72.52805,0.0,-0.0,-,-,-,-,-,-
13:20,-,-,42.382187,-72.53373,-,-,42.393593,-72.53284,-,-,-,-,42.39292,-72.53298,-,-,42.317818,-72.632935,-,-,42.31341,-72.530846,0.0,-0.0,-,-,-,-,-,-
13:21,-,-,42.379322,-72.53412,42.395954,-72.533455,42.39373,-72.53286,-,-,-,-,42.389362,-72.53281,-,-,42.317776,-72.63373,-,-,42.306038,-72.52991,0.0,-0.0,-,-,-,-,-,-
13:22,-,-,42.378063,-72.53548,42.396023,-72.53347,42.39371,-72.53286,-,-,-,-,42.385315,-72.53091,-,-,42.317806,-72.63389,-,-,42.297737,-72.53077,0.0,-0.0,-,-,-,-,-,-
13:23,-,-,42.378086,-72.53655,42.396038,-72.533516,42.393677,-72.53284,-,-,-,-,42.383358,-72.531746,-,-,42.318756,-72.63584,-,-,42.289024,-72.535965,42.393784,-72.53282,-,-,-,-,-,-
13:24,-,-,42.37816,-72.536545,42.396008,-72.533485,42.39371,-72.53286,-,-,-,-,42.37753,-72.53315,-,-,42.319633,-72.63764,-,-,42.28563,-72.54406,42.393757,-72.53288,-,-,-,-,-,-
13:25,-,-,42.378067,-72.536545,42.395992,-72.53352,42.39373,-72.53285,-,-,-,-,42.378887,-72.53517,-,-,42.318123,-72.63537,-,-,42.281708,-72.55539,42.393757,-72.532936,-,-,-,-,-,-
13:26,-,-,42.378056,-72.536545,42.39607,-72.5335,42.39275,-72.53387,-,-,-,-,42.378284,-72.53636,-,-,42.3177,-72.63446,-,-,42.27568,-72.564865,42.393784,-72.53291,-,-,-,-,-,-
13:27,-,-,42.37804,-72.53659,42.396023,-72.53347,42.387756,-72.53184,-,-,-,-,42.37832,-72.535965,-,-,42.31782,-72.63313,-,-,42.266808,-72.56797,42.393787,-72.53293,-,-,-,-,-,-
13:28,-,-,42.378067,-72.53658,42.396027,-72.53353,42.384144,-72.532455,-,-,-,-,-,-,-,-,42.318974,-72.63056,-,-,42.261345,-72.572784,42.39373,-72.53291,-,-,-,-,-,-
13:29,-,-,42.37805,-72.53659,42.396046,-72.533455,42.381626,-72.53385,-,-,-,-,-,-,-,-,42.32159,-72.62706,-,-,42.259197,-72.57468,42.393784,-72.5329,-,-,-,-,-,-
13:30,-,-,42.37805,-72.536575,42.395996,-72.5335,42.37877,-72.53429,-,-,-,-,-,-,-,-,42.32612,-72.62515,-,-,42.25797,-72.57251,42.393093,-72.53278,-,-,-,-,-,-
13:31,-,-,42.378067,-72.53624,42.395985,-72.53348,42.378094,-72.53678,-,-,-,-,-,-,-,-,42.332394,-72.6217,-,-,42.255917,-72.572334,42.393925,-72.53429,-,-,-,-,-,-
13:32,-,-,42.37808,-72.53624,42.396,-72.53349,42.37829,-72.53519,-,-,-,-,42.378273,-72.53587,42.365715,-72.53876,42.335773,-72.61842,-,-,42.254208,-72.57418,42.394894,-72.52887,-,-,-,-,-,-
13:33,-,-,42.378025,-72.535736,42.39601,-72.53358,42.378235,-72.53552,-,-,-,-,42.37829,-72.535805,42.3657,-72.538765,42.3381,-72.60859,-,-,42.254257,-72.57419,42.3935,-72.52613,-,-,-,-,-,-
13:34,-,-,42.378063,-72.535774,42.395973,-72.53346,-,-,-,-,-,-,42.378246,-72.53585,42.3657,-72.538765,42.336327,-72.59885,-,-,42.2542,-72.574196,42.393417,-72.52605,-,-,-,-,-,-
13:35,-,-,42.378086,-72.53613,42.395996,-72.533485,-,-,-,-,-,-,42.378277,-72.53584,42.3657,-72.538765,42.33433,-72.58553,-,-,42.254288,-72.57414,42.390816,-72.52516,-,-,-,-,-,-
13:36,-,-,42.378117,-72.53644,42.396015,-72.53346,-,-,-,-,-,-,42.378315,-72.5358,-,-,42.33182,-72.57771,-,-,42.254234,-72.57414,42.38779,-72.52385,-,-,-,-,-,-
13:37,-,-,42.378098,-72.53642,42.39599,-72.533455,-,-,-,-,-,-,42.37839,-72.535645,-,-,42.32939,-72.567055,-,-,42.25397,-72.57629,42.386124,-72.52248,-,-,-,-,-,-
13:38,-,-,42.378105,-72.536545,42.39598,-72.53344,-,-,-,-,0.0,-0.0,42.378323,-72.53578,-,-,42.32559,-72.556465,-,-,42.255665,-72.576706,42.38284,-72.52049,-,-,-,-,-,-
13:39,-,-,42.378075,-72.53658,42.395985,-72.533455,-,-,-,-,42.39272,-72.53756,42.37835,-72.53586,-,-,42.320427,-72.54582,-,-,42.25811,-72.57565,42.37841,-72.51996,-,-,-,-,-,-
13:40,-,-,42.37808,-72.53627,42.395996,-72.53348,-,-,-,-,42.392742,-72.53746,42.37823,-72.53611,-,-,42.320503,-72.53604,-,-,42.262268,-72.5726,42.37657,-72.5199,-,-,-,-,-,-
13:41,-,-,42.37806,-72.53617,42.396046,-72.53356,-,-,-,-,42.39275,-72.53742,42.378056,-72.53573,-,-,42.321198,-72.53426,-,-,42.267284,-72.56735,42.375607,-72.519196,-,-,-,-,-,-
13:42,-,-,42.378036,-72.53574,42.396015,-72.53354,42.37821,-72.53544,-,-,42.392654,-72.53747,42.37838,-72.535805,-,-,42.322124,-72.52991,-,-,42.27573,-72.56465,42.37563,-72.5192,-,-,-,-,-,-
13:43,-,-,42.378036,-72.53575,42.39604,-72.53357,42.3782,-72.535416,-,-,42.392864,-72.53732,42.37824,-72.5359,-,-,42.32473,-72.52871,-,-,42.28186,-72.555145,42.375793,-72.51758,-,-,-,-,-,-
13:44,-,-,42.378025,-72.53576,42.396065,-72.53353,42.378235,-72.535515,-,-,42.392838,-72.53731,42.378685,-72.53669,-,-,42.3251,-72.53123,-,-,42.28584,-72.543396,42.37582,-72.51239,-,-,-,-,-,-
13:45,-,-,42.37806,-72.53624,-,-,42.378193,-72.53551,-,-,42.39278,-72.53738,42.37829,-72.53584,-,-,42.322598,-72.52884,-,-,42.29123,-72.53275,42.375652,-72.50497,-,-,-,-,-,-
13:46,-,-,42.378063,-72.5364,-,-,42.378193,-72.535515,-,-,42.39279,-72.53738,42.37775,-72.53517,-,-,42.32182,-72.53235,-,-,42.30132,-72.52813,42.37688,-72.4981,-,-,-,-,-,-
13:47,-,-,42.378105,-72.536575,-,-,42.378227,-72.535545,-,-,42.392673,-72.537445,42.3788,-72.53679,-,-,42.32115,-72.5342,-,-,42.30855,-72.52978,42.37671,-72.49339,-,-,-,-,-,-
13:48,-,-,42.378105,-72.5366,-,-,42.378223,-72.535545,-,-,42.392696,-72.53743,42.378273,-72.538376,-,-,42.32024,-72.53375,-,-,42.31776,-72.52955,42.376354,-72.48405,-,-,-,-,-,-
13:49,-,-,42.378036,-72.535934,-,-,42.378227,-72.53557,-,-,42.392696,-72.537544,42.378414,-72.53621,-,-,42.319485,-72.5284,-,-,42.31987,-72.52941,42.374676,-72.48106,-,-,-,-,-,-
13:50,-,-,42.378033,-72.53577,-,-,42.378212,-72.53559,-,-,42.39271,-72.5373,42.378258,-72.5368,-,-,42.314137,-72.530785,-,-,42.320927,-72.53363,42.369434,-72.48005,-,-,-,-,-,-
13:51,-,-,42.37808,-72.53622,-,-,42.378284,-72.53556,-,-,42.39295,-72.53741,42.37796,-72.535904,-,-,42.305645,-72.52914,-,-,42.321877,-72.531715,42.365963,-72.48212,-,-,-,-,-,-
13:52,-,-,42.37808,-72.5364,-,-,42.37826,-72.53558,-,-,-,-,42.37832,-72.536,-,-,42.296,-72.53124,-,-,42.3237,-72.528336,42.36367,-72.487404,-,-,-,-,-,-
13:53,-,-,42.378086,-72.53641,-,-,42.37823,-72.53557,-,-,-,-,42.378063,-72.53595,-,-,42.287308,-72.53938,-,-,42.325283,-72.531105,42.360428,-72.486725,-,-,-,-,-,-
13:54,-,-,42.378075,-72.53641,-,-,42.37824,-72.535545,-,-,-,-,42.37797,-72.53648,-,-,42.28338,-72.551186,-,-,42.324894,-72.53103,42.35441,-72.47708,-,-,-,-,-,-
13:55,-,-,42.378113,-72.53673,-,-,42.378223,-72.535545,-,-,-,-,42.37822,-72.53573,-,-,42.277733,-72.56211,-,-,42.32512,-72.528175,42.34878,-72.46932,-,-,-,-,-,-
13:56,-,-,42.378094,-72.5364,-,-,42.378136,-72.535545,-,-,-,-,42.378212,-72.53576,-,-,42.26898,-72.56628,-,-,42.323944,-72.52461,42.345516,-72.46724,-,-,-,-,-,-
13:57,-,-,42.378056,-72.53574,-,-,42.37825,-72.53555,-,-,42.392822,-72.53742,42.37818,-72.53585,-,-,42.26285,-72.572395,-,-,42.334415,-72.52336,42.344307,-72.46517,-,-,-,-,-,-
13:58,-,-,42.378036,-72.535736,-,-,42.378326,-72.53546,-,-,42.39303,-72.5374,42.37818,-72.53582,-,-,42.258526,-72.57433,-,-,42.341965,-72.51992,42.343372,-72.46106,-,-,-,-,-,-
13:59,-,-,42.37802,-72.53576,-,-,42.378227,-72.53548,-,-,42.392803,-72.53743,42.378124,-72.53589,-,-,42.256447,-72.57217,-,-,42.351444,-72.520256,42.334408,-72.45639,-,-,-,-,-,-
14:0,-,-,42.37805,-72.53646,-,-,42.378254,-72.53547,-,-,42.392803,-72.53745,42.37824,-72.53577,-,-,42.25418,-72.57417,-,-,42.35902,-72.520775,42.32937,-72.447495,-,-,-,-,-,-
14:1,-,-,42.378128,-72.53684,-,-,42.37815,-72.53549,-,-,42.39285,-72.53731,42.378166,-72.535835,-,-,42.254154,-72.574234,-,-,42.368156,-72.520065,42.324844,-72.43589,-,-,-,-,-,-
14:2,-,-,42.37808,-72.5363,-,-,42.37827,-72.53551,-,-,-,-,42.378185,-72.53585,-,-,42.254128,-72.57683,-,-,42.372257,-72.51959,42.32025,-72.42719,-,-,-,-,-,-
14:3,-,-,42.378036,-72.53574,-,-,42.37831,-72.53548,-,-,-,-,42.378113,-72.53591,-,-,42.257,-72.576195,-,-,42.37315,-72.51889,42.30987,-72.42228,-,-,42.403152,-72.529106,-,-
14:4,-,-,42.378067,-72.536,-,-,42.37823,-72.5355,-,-,-,-,42.378212,-72.535774,-,-,42.258846,-72.575035,-,-,42.373203,-72.519135,42.30191,-72.41906,-,-,42.399822,-72.52798,-,-
14:5,-,-,42.378075,-72.53641,-,-,42.37831,-72.535515,-,-,-,-,42.378113,-72.53584,-,-,42.263496,-72.57224,-,-,42.374645,-72.51987,42.29467,-72.41246,-,-,42.39533,-72.52709,-,-
14:6,-,-,42.378063,-72.536415,-,-,42.378204,-72.53552,-,-,-,-,42.378212,-72.53581,-,-,42.26935,-72.56605,-,-,42.37617,-72.51975,42.289528,-72.40716,-,-,42.393826,-72.52622,-,-
14:7,-,-,42.378036,-72.5364,-,-,42.37833,-72.53549,-,-,42.39271,-72.537415,42.378178,-72.53579,-,-,42.277447,-72.56269,-,-,42.377213,-72.51985,42.28443,-72.40656,-,-,42.39101,-72.52528,-,-
14:8,-,-,42.37803,-72.536415,-,-,42.378258,-72.53555,-,-,42.39273,-72.53748,-,-,-,-,42.282623,-72.55273,-,-,42.379475,-72.519585,42.279774,-72.40242,-,-,42.387753,-72.523895,-,-
14:9,-,-,42.378036,-72.536415,-,-,42.378258,-72.53553,-,-,42.392784,-72.53764,-,-,-,-,42.287094,-72.539665,-,-,42.38217,-72.51996,42.277626,-72.400826,-,-,42.384636,-72.52149,-,-
14:10,-,-,42.378124,-72.53666,-,-,42.37823,-72.535545,-,-,42.392506,-72.53422,-,-,-,-,42.294056,-72.53128,-,-,42.386204,-72.523476,42.277046,-72.40084,-,-,42.380432,-72.5194,-,-
14:11,-,-,42.378136,-72.53656,-,-,42.378273,-72.53549,-,-,42.38891,-72.532326,-,-,-,-,42.30364,-72.527626,-,-,42.387024,-72.526505,42.27983,-72.40329,-,-,42.378,-72.52002,-,-
14:12,-,-,42.378105,-72.536545,-,-,42.378273,-72.53551,-,-,42.3851,-72.53102,-,-,-,-,42.311306,-72.53013,-,-,42.385845,-72.526,42.288216,-72.40675,-,-,42.37564,-72.51926,-,-
14:13,-,-,42.378094,-72.536545,-,-,42.37824,-72.53551,-,-,42.385433,-72.524925,-,-,-,-,42.318825,-72.52851,-,-,42.385635,-72.52375,42.29034,-72.40802,-,-,42.375923,-72.514915,-,-
14:14,-,-,42.378063,-72.536545,-,-,42.37827,-72.53549,-,-,42.3861,-72.52606,-,-,-,-,42.320347,-72.53432,-,-,42.383842,-72.52102,42.297264,-72.41515,-,-,42.375862,-72.5106,-,-
14:15,-,-,42.37808,-72.536545,-,-,42.378265,-72.53553,-,-,42.385857,-72.52315,-,-,-,-,42.321106,-72.53377,-,-,42.38157,-72.51933,42.305183,-72.42089,-,-,42.37582,-72.50354,-,-
